iata,name,lat,lon,country,continent,region
KSN,Kostanay International Airport,53.2069,63.5503,KZ,AS,OTHER
KSU,"Kristiansund Airport, Kvernberget",63.1118,7.8245,NO,EU,EU
KSY,Kars Airport,40.5622,43.115,TR,AS,OTHER
KSZ,Kotlas Airport,61.2358,46.6975,RU,EU,OTHER
KTA,Karratha Airport,-20.7122,116.773,AU,OC,OTHER
KTD,Kitadaito Airport,25.9447,131.327,JP,AS,OTHER
KTE,Kerteh Airport,4.5372,103.427,MY,AS,OTHER
KTG,Rahadi Osman Airport,-1.8172,109.9635,ID,AS,OTHER
KTI,Techo International Airport,11.36,104.9213,KH,AS,OTHER
KTL,Kitale Airport,0.972,34.9586,KE,AF,OTHER
KTM,Tribhuvan International Airport,27.6966,85.3591,NP,AS,OTHER
KTN,Ketchikan International Airport,55.3556,-131.714,US,NA,OTHER
KTP,Tinson Pen Airport,17.9886,-76.8238,JM,NA,OTHER
KTQ,Kitee Airport,62.1661,30.0736,FI,EU,EU
KTR,Tindal Airport,-14.5211,132.378,AU,OC,OTHER
KTT,Kittilä International Airport,67.701,24.8468,FI,EU,EU
KTU,Kota Airport,25.1602,75.8456,IN,AS,OTHER
KTW,Katowice Wojciech Korfanty International Airport,50.476,19.0807,PL,EU,EU
KUA,Kuantan Airport,3.7754,103.209,MY,AS,OTHER
KUF,Kurumoch International Airport,53.5049,50.1643,RU,EU,OTHER
KUH,Kushiro Airport,43.041,144.193,JP,AS,OTHER
KUL,Kuala Lumpur International Airport,2.7456,101.71,MY,AS,OTHER
KUM,Yakushima Airport,30.3856,130.659,JP,AS,OTHER
KUN,Kaunas International Airport,54.964,24.0858,LT,EU,EU
KUO,Kuopio Airport,63.0071,27.7978,FI,EU,EU
KUS,Kulusuk Airport,65.5736,-37.1236,GL,NA,OTHER
KUT,David the Builder Kutaisi International Airport,42.1774,42.4854,GE,AS,OTHER
KUU,Kullu Manali Airport,31.8767,77.1544,IN,AS,OTHER
KUV,Gunsan Airport / Gunsan Air Base,35.9038,126.616,KR,AS,OTHER
KVA,Kavala Alexander the Great International Airport,40.9133,24.6192,GR,EU,EU
KVB,Skövde Airport,58.4564,13.9727,SE,EU,EU
KVG,Kavieng Airport,-2.5794,150.808,PG,OC,OTHER
KVO,Morava Airport,43.8175,20.5867,RS,EU,OTHER
KVX,Pobedilovo Airport,58.5039,49.3478,RU,EU,OTHER
KWA,Bucholz Army Air Field,8.7201,167.732,MH,OC,OTHER
KWE,Guiyang Longdongbao International Airport,26.5418,106.804,CN,AS,OTHER
KWG,Kryvyi Rih International Airport,48.0433,33.21,UA,EU,OTHER
KWI,Kuwait International Airport,29.2245,47.9698,KW,AS,OTHER
KWJ,Gwangju Airport,35.1232,126.8054,KR,AS,OTHER
KWL,Guilin Liangjiang International Airport,25.2198,110.0396,CN,AS,OTHER
KWM,Kowanyama Airport,-15.4854,141.7526,AU,OC,OTHER
KWY,Kiwayu Airport,-1.9606,41.2972,KE,AF,OTHER
KWZ,Kolwezi Airport,-10.7659,25.5057,CD,AF,OTHER
KXB,Sangia Nibandera Airport,-4.3382,121.524,ID,AS,OTHER
KXE,P C Pelser Airport,-26.8711,26.718,ZA,AF,OTHER
KXK,Komsomolsk-on-Amur Airport,50.409,136.934,RU,AS,OTHER
KYA,Konya Airport,37.979,32.5619,TR,AS,OTHER
KYD,Lanyu Airport,22.027,121.535,TW,AS,OTHER
KYE,Rene Mouawad Air Base,34.5893,36.0113,LB,AS,OTHER
KYP,Kyaukpyu Airport,19.4264,93.5348,MM,AS,OTHER
KYS,Kayes Dag Dag Airport,14.4825,-11.3993,ML,AF,OTHER
KYZ,Kyzyl Airport,51.6694,94.4006,RU,AS,OTHER
KZI,Kozani National Airport Filippos,40.2861,21.8408,GR,EU,EU
KZN,Kazan International Airport,55.6062,49.2787,RU,AS,OTHER
KZO,Korkyt Ata International Airport,44.7069,65.5925,KZ,AS,OTHER
LAA,Southeast Colorado Regional Airport,38.0664,-102.6914,US,NA,OTHER
LAD,Quatro de Fevereiro International Airport,-8.8584,13.2312,AO,AF,OTHER
LAE,Nadzab Tomodachi International Airport,-6.568,146.7265,PG,OC,OTHER
LAF,Purdue University Airport,40.4129,-86.9394,US,NA,OTHER
LAI,Lannion Airport,48.7544,-3.4717,FR,EU,EU
LAJ,Lages Airport,-27.7821,-50.2815,BR,SA,OTHER
LAL,Lakeland Linder International Airport,27.9893,-82.0207,US,NA,OTHER
LAN,Capital Region International Airport,42.7776,-84.5857,US,NA,OTHER
LAO,Laoag International Airport,18.1751,120.531,PH,AS,OTHER
LAP,Manuel Márquez de León International Airport,24.0723,-110.3627,MX,NA,OTHER
LAQ,Al Abraq International Airport,32.789,21.9549,LY,AF,OTHER
LAR,Laramie Regional Airport,41.3121,-105.675,US,NA,OTHER
LAS,Harry Reid International Airport,36.0834,-115.1518,US,NA,OTHER
LAU,Manda Airport,-2.2524,40.9129,KE,AF,OTHER
LAW,Lawton Fort Sill Regional Airport,34.5677,-98.4166,US,NA,OTHER
LAX,Los Angeles International Airport,33.9425,-118.408,US,NA,OTHER
LAY,Ladysmith Airport,-28.5817,29.7497,ZA,AF,OTHER
LAZ,Bom Jesus da Lapa Airport,-13.2621,-43.4081,BR,SA,OTHER
LBA,Leeds Bradford Airport,53.8659,-1.6606,GB,EU,EU
LBB,Lubbock Preston Smith International Airport,33.6636,-101.823,US,NA,OTHER
LBC,Lübeck Blankensee Airport,53.8054,10.7192,DE,EU,EU
LBD,Khujand International Airport,40.2154,69.6947,TJ,AS,OTHER
LBE,Arnold Palmer Regional Airport,40.2759,-79.4048,US,NA,OTHER
LBF,North Platte Regional Airport Lee Bird Field,41.1262,-100.684,US,NA,OTHER
LBG,Paris-Le Bourget International Airport,48.9623,2.4365,FR,EU,EU
LBI,Albi Le Sequestre airport,43.9139,2.1131,FR,EU,EU
LBL,Liberal Mid-America Regional Airport,37.0442,-100.96,US,NA,OTHER
LBQ,Lambarene Airport,-0.7044,10.2457,GA,AF,OTHER
LBS,Labasa Airport,-16.4667,179.34,FJ,OC,OTHER
LBT,Lumberton Regional Airport,34.6108,-79.0594,US,NA,OTHER
LBU,Labuan Airport,5.3017,115.2483,MY,AS,OTHER
LBV,Libreville Leon M'ba International Airport,0.459,9.4121,GA,AF,OTHER
LBX,Lubang Airport,13.8554,120.105,PH,AS,OTHER
LBY,La Baule-Escoublac Airport,47.2894,-2.3464,FR,EU,EU
LCA,Larnaca International Airport,34.8751,33.6249,CY,AS,EU
LCC,Lecce Galatina Air Base / Galatina Fortunato Cesari Airport,40.2392,18.1333,IT,EU,EU
LCE,Golosón International Airport,15.7425,-86.853,HN,NA,OTHER
LCG,A Coruña Airport,43.3021,-8.3773,ES,EU,EU
LCH,Lake Charles Regional Airport,30.1261,-93.2233,US,NA,OTHER
LCJ,Łódź Władysław Reymont Airport,51.7219,19.3981,PL,EU,EU
LCK,Rickenbacker International Airport,39.8138,-82.9278,US,NA,OTHER
LCX,Liancheng Guanzhishan Airport,25.6759,116.7459,CN,AS,OTHER
LCY,London City Airport,51.5053,0.0553,GB,EU,EU
LDB,Governor José Richa Airport,-23.3344,-51.1284,BR,SA,OTHER
LDE,Tarbes-Lourdes-Pyrénées Airport,43.1787,-0.0064,FR,EU,EU
LDS,Yichun Lindu Airport,47.7521,129.0191,CN,AS,OTHER
LDU,Lahad Datu Airport,5.0324,118.3238,MY,AS,OTHER
LDV,Landivisiau Air Base,48.5303,-4.1516,FR,EU,EU
LDX,Saint-Laurent-du-Maroni Airport,5.4819,-54.035,GF,SA,EU
LDY,City of Derry Airport,55.0428,-7.1611,GB,EU,EU
LEA,Learmonth Airport,-22.2352,114.09,AU,OC,OTHER
LEB,Lebanon Municipal Airport,43.6261,-72.3042,US,NA,OTHER
LED,Pulkovo Airport,59.8003,30.2625,RU,EU,OTHER
LEE,Leesburg International Airport,28.8231,-81.8087,US,NA,OTHER
LEH,Le Havre-Octeville Airport,49.534,0.0884,FR,EU,EU
LEI,Almería Airport,36.8439,-2.3701,ES,EU,EU
LEJ,Leipzig/Halle Airport,51.4207,12.2327,DE,EU,EU
LEN,León Airport,42.5907,-5.6534,ES,EU,EU
LER,Leinster Airport,-27.8433,120.703,AU,OC,OTHER
LET,Alfredo Vásquez Cobo International Airport,-4.1911,-69.942,CO,SA,OTHER
LEU,Pirineus - la Seu d'Urgel Airport,42.3386,1.4092,ES,EU,EU
LEX,Blue Grass Airport,38.0351,-84.6067,US,NA,OTHER
LEY,Lelystad Airport,52.4532,5.5146,NL,EU,EU
LFI,Langley Air Force Base,37.0829,-76.3605,US,NA,OTHER
LFK,Angelina County Airport,31.234,-94.75,US,NA,OTHER
LFM,Lamerd Airport,27.3727,53.1888,IR,AS,OTHER
LFQ,Linfen Yaodu Airport,36.1326,111.6412,CN,AS,OTHER
LFR,La Fria Airport,8.2392,-72.271,VE,SA,OTHER
LFT,Lafayette Regional Airport,30.2053,-91.9876,US,NA,OTHER
LFW,Lomé–Tokoin International Airport,6.1656,1.2545,TG,AF,OTHER
LGA,LaGuardia Airport,40.7772,-73.8726,US,NA,OTHER
LGB,Long Beach International Airport,33.8165,-118.1499,US,NA,OTHER
LGG,Liège Airport,50.6386,5.4439,BE,EU,EU
LGH,Leigh Creek Airport,-30.5983,138.426,AU,OC,OTHER
LGI,Deadman's Cay Airport,23.179,-75.0936,BS,NA,OTHER
LGK,Langkawi International Airport,6.3297,99.7287,MY,AS,OTHER
LGR,Cochrane Airport,-47.2436,-72.5881,CL,SA,OTHER
LGS,Comodoro D.R. Salomón Airport,-35.4936,-69.5743,AR,SA,OTHER
LGU,Logan-Cache Airport,41.7912,-111.852,US,NA,OTHER
LGW,London Gatwick Airport,51.1487,-0.1857,GB,EU,EU
LHA,Lahr Airport,48.3693,7.8277,DE,EU,EU
LHE,Allama Iqbal International Airport,31.5216,74.4036,PK,AS,OTHER
LHG,Lightning Ridge Airport,-29.4529,147.9771,AU,OC,OTHER
LHK,Guangzhou MR Air Base / Guanghua Airport,32.3887,111.6942,CN,AS,OTHER
LHL,Lachin International Airport,39.8838,46.3631,AZ,AS,OTHER
LHN,Linhares Municipal Airport,-19.3552,-40.0713,BR,SA,OTHER
LHR,London Heathrow Airport,51.4707,-0.4599,GB,EU,EU
LHS,Las Heras Airport,-46.5385,-68.9653,AR,SA,OTHER
LHW,Lanzhou Zhongchuan International Airport,36.5152,103.62,CN,AS,OTHER
LIF,Lifou Airport,-20.7746,167.2393,NC,OC,EU
LIG,Limoges Airport,45.8628,1.1794,FR,EU,EU
LIH,Lihue Airport,21.9744,-159.3371,US,OC,OTHER
LIL,Lille Airport,50.5666,3.1024,FR,EU,EU
LIM,Jorge Chávez International Airport,-12.0219,-77.1143,PE,SA,OTHER
LIN,Milano Linate Airport,45.4451,9.2767,IT,EU,EU
LIO,Limón International Airport,9.958,-83.022,CR,NA,OTHER
LIP,Lins Airport,-21.6635,-49.73,BR,SA,OTHER
LIQ,Lisala Airport,2.1707,21.4969,CD,AF,OTHER
LIR,Daniel Oduber Quirós International Airport,10.5933,-85.5444,CR,NA,OTHER
LIS,Lisbon Humberto Delgado Airport,38.7813,-9.1359,PT,EU,EU
LIT,Bill & Hillary Clinton National Airport/Adams Field,34.7292,-92.2236,US,NA,OTHER
LIW,Loikaw Airport,19.6915,97.2148,MM,AS,OTHER
LJG,Lijiang Sanyi International Airport,26.6775,100.2449,CN,AS,OTHER
LJN,Texas Gulf Coast Regional Airport,29.1086,-95.4621,US,NA,OTHER
LJU,Ljubljana Jože Pučnik Airport,46.2237,14.4576,SI,EU,EU
LKG,Lokichogio Airport,4.2041,34.3482,KE,AF,OTHER
LKL,"Lakselv Airport, Banak",70.0688,24.9735,NO,EU,EU
LKN,Leknes Airport,68.1525,13.6094,NO,EU,EU
LKO,Chaudhary Charan Singh International Airport,26.7606,80.8893,IN,AS,OTHER
LKY,Lake Manyara Airport,-3.3763,35.8183,TZ,AF,OTHER
LKZ,RAF Lakenheath,52.4095,0.5612,GB,EU,EU
LLA,Luleå Airport,65.5438,22.122,SE,EU,EU
LLC,Cagayan North International Airport,18.1824,121.7462,PH,AS,OTHER
LLF,Yongzhou Lingling Airport,26.3387,111.61,CN,AS,OTHER
LLV,Lüliang Dawu Airport,37.6833,111.1428,CN,AS,OTHER
LLW,Kamuzu International Airport,-13.7894,33.781,MW,AF,OTHER
LME,Le Mans-Arnage Airport,47.9486,0.2017,FR,EU,EU
LMM,Valle del Fuerte International Airport,25.6855,-109.0812,MX,NA,OTHER
LMN,Limbang Airport,4.8083,115.01,MY,AS,OTHER
LMO,RAF Lossiemouth,57.7052,-3.3392,GB,EU,EU
LMP,Lampedusa Airport,35.4979,12.6181,IT,EU,EU
LMQ,Marsa al Brega Airport,30.3781,19.5764,LY,AF,OTHER
LMR,Lime Acres Finsch Mine Airport,-28.3601,23.4391,ZA,AF,OTHER
LMT,Crater Lake-Klamath Regional Airport,42.1561,-121.733,US,NA,OTHER
LND,Hunt Field,42.8152,-108.73,US,NA,OTHER
LNJ,Lincang Boshang Airport,23.7381,100.025,CN,AS,OTHER
LNK,Lincoln Airport,40.8449,-96.7618,US,NA,OTHER
LNL,Longnan Chengzhou Airport,33.7899,105.79,CN,AS,OTHER
LNO,Leonora Airport,-28.8781,121.315,AU,OC,OTHER
LNS,Lancaster Airport,40.1217,-76.2961,US,NA,OTHER
LNX,Smolensk North Airport,54.824,32.025,RU,EU,OTHER
LNY,Lanai Airport,20.7857,-156.9513,US,OC,OTHER
LNZ,Linz-Hörsching Airport,48.2354,14.1881,AT,EU,EU
LOE,Loei Airport,17.4391,101.722,TH,AS,OTHER
LOK,Lodwar Airport,3.122,35.6087,KE,AF,OTHER
LOL,Derby Field,40.0664,-118.565,US,NA,OTHER
LOO,Laghouat - Molay Ahmed Medeghri Airport,33.7644,2.9283,DZ,AF,OTHER
LOP,Lombok International Airport,-8.76,116.2782,ID,AS,OTHER
LOS,Murtala Muhammed International Airport,6.5774,3.3212,NG,AF,OTHER
LOU,Bowman Field,38.228,-85.6637,US,NA,OTHER
LOV,Monclova International Airport,26.9557,-101.47,MX,NA,OTHER
LOZ,London-Corbin Airport/Magee Field,37.0822,-84.0849,US,NA,OTHER
LPA,Gran Canaria Airport,27.9319,-15.3866,ES,AF,EU
LPB,El Alto International Airport,-16.5103,-68.1894,BO,SA,OTHER
LPF,Liupanshui Yuezhao Airport,26.6094,104.979,CN,AS,OTHER
LPG,La Plata Airport,-34.9722,-57.8947,AR,SA,OTHER
LPI,Linköping City Airport,58.4049,15.6845,SE,EU,EU
LPK,Lipetsk Airport,52.7028,39.5378,RU,EU,OTHER
LPL,Liverpool John Lennon Airport,53.3349,-2.8496,GB,EU,EU
LPP,Lappeenranta Airport,61.0446,28.1447,FI,EU,EU
LPQ,Luang Phabang International Airport,19.9043,102.1672,LA,AS,OTHER
LPT,Lampang Airport,18.2709,99.5042,TH,AS,OTHER
LPX,Liepāja International Airport,56.5175,21.0969,LV,EU,EU
LRD,Laredo International Airport,27.5438,-99.4616,US,NA,OTHER
LRE,Longreach Airport,-23.4342,144.28,AU,OC,OTHER
LRF,Little Rock Air Force Base,34.9169,-92.1497,US,NA,OTHER
LRH,La Rochelle Île de Ré Airport,46.1792,-1.1953,FR,EU,EU
LRL,Niamtougou International Airport,9.7667,1.0909,TG,AF,OTHER
LRM,Casa De Campo International Airport,18.4522,-68.9111,DO,NA,OTHER
LRR,Lar Airport,27.6747,54.3833,IR,AS,OTHER
LRT,Lorient South Brittany (Bretagne Sud) Airport,47.7606,-3.44,FR,EU,EU
LRU,Las Cruces International Airport,32.2894,-106.922,US,NA,OTHER
LSC,La Florida Airport,-29.9162,-71.1995,CL,SA,OTHER
LSE,La Crosse Regional Airport,43.879,-91.2567,US,NA,OTHER
LSF,Lawson Army Air Field,32.3325,-84.988,US,NA,OTHER
LSH,Lashio Airport,22.9779,97.7522,MM,AS,OTHER
LSI,Sumburgh Airport,59.8789,-1.2956,GB,EU,EU
LSL,Los Chiles Airport,11.0353,-84.7061,CR,NA,OTHER
LSP,Josefa Camejo International Airport,11.7808,-70.1515,VE,SA,OTHER
LSR,Alas Leuser Airport,3.3915,97.8637,ID,AS,OTHER
LST,Launceston Airport,-41.5449,147.2108,AU,OC,OTHER
LSV,Nellis Air Force Base,36.2362,-115.034,US,NA,OTHER
LSX,Lhok Sukon Airport,5.0695,97.2592,ID,AS,OTHER
LSY,Lismore Airport,-28.8307,153.2584,AU,OC,OTHER
LTA,Tzaneen Airport,-23.8244,30.3293,ZA,AF,OTHER
LTD,Ghadames Airport,30.1455,9.7021,LY,AF,OTHER
LTH,Long Thanh International Airport (Under Construction),10.7728,107.0406,VN,AS,OTHER
LTI,Altai Airport,46.3764,96.2211,MN,AS,OTHER
LTK,Latakia International Airport,35.4011,35.9487,SY,AS,OTHER
LTM,Lethem Airport,3.3728,-59.7894,GY,SA,OTHER
LTN,London Luton Airport,51.8747,-0.3683,GB,EU,EU
LTO,Loreto International Airport,25.9895,-111.3484,MX,NA,OTHER
LTQ,Le Touquet-Côte d'Opale Airport,50.5183,1.6217,FR,EU,EU
LTS,Altus Air Force Base,34.6671,-99.2667,US,NA,OTHER
LTU,Murod Kond Airport,18.4115,76.4647,IN,AS,OTHER
LTX,Cotopaxi International Airport,-0.9068,-78.6158,EC,SA,OTHER
LUA,Tenzing-Hillary Airport,27.6868,86.7295,NP,AS,OTHER
LUD,Luderitz Airport,-26.6874,15.2429,NA,AF,OTHER
LUF,Luke Air Force Base,33.535,-112.383,US,NA,OTHER
LUG,Lugano Airport,46.0043,8.9106,CH,EU,OTHER
LUH,Ludhiana Airport,30.8547,75.9526,IN,AS,OTHER
LUK,Cincinnati Municipal Airport Lunken Field,39.1024,-84.4189,US,NA,OTHER
LUM,Dehong Mangshi International Airport,24.4011,98.5317,CN,AS,OTHER
LUN,Kenneth Kaunda International Airport,-15.3308,28.4527,ZM,AF,OTHER
LUO,Luena Airport,-11.7681,19.8977,AO,AF,OTHER
LUQ,Brigadier Mayor D Cesar Raul Ojeda Airport,-33.2732,-66.3564,AR,SA,OTHER
LUR,Cape Lisburne LRRS Airport,68.8751,-166.11,US,NA,OTHER
LUV,Karel Sadsuitubun Airport,-5.7603,132.7594,ID,AS,OTHER
LUW,Syukuran Aminuddin Amir Airport,-1.0359,122.7739,ID,AS,OTHER
LUX,Luxembourg-Findel International Airport,49.6268,6.2121,LU,EU,EU
LUZ,Lublin Airport,51.2402,22.7135,PL,EU,EU
LVA,Laval-Entrammes Airport,48.0322,-0.744,FR,EU,EU
LVI,Harry Mwanga Nkumbula International Airport,-17.8215,25.8196,ZM,AF,OTHER
LVM,Mission Field,45.6994,-110.448,US,NA,OTHER
LVP,Lavan Airport,26.8107,53.3543,IR,AS,OTHER
LVS,Las Vegas Municipal Airport,35.6542,-105.142,US,NA,OTHER
LWB,Greenbrier Valley Airport,37.8579,-80.4004,US,NA,OTHER
LWM,Lawrence Municipal Airport,42.7172,-71.1234,US,NA,OTHER
LWN,Shirak International Airport,40.7504,43.8593,AM,AS,OTHER
LWO,Lviv International Airport,49.8125,23.9561,UA,EU,OTHER
LWR,Leeuwarden Air Base,53.2286,5.7606,NL,EU,EU
LWS,Lewiston Nez Perce County Airport,46.3745,-117.015,US,NA,OTHER
LWT,Lewistown Municipal Airport,47.0484,-109.4661,US,NA,OTHER
LXA,Lhasa Gonggar International Airport,29.298,90.912,CN,AS,OTHER
LXR,Luxor International Airport,25.671,32.7064,EG,AF,OTHER
LYA,Luoyang Beijiao Airport,34.7411,112.388,CN,AS,OTHER
LYB,Edward Bodden Little Cayman Airfield,19.6602,-80.0888,KY,NA,OTHER
LYC,Lycksele Airport,64.5483,18.7162,SE,EU,EU
LYG,Lianyungang Huaguoshan International Airport,34.4141,119.179,CN,AS,OTHER
LYH,Lynchburg Regional Airport - Preston Glenn Field,37.3267,-79.2004,US,NA,OTHER
LYI,Linyi Qiyang Airport,35.0529,118.4118,CN,AS,OTHER
LYN,Lyon Bron Airport,45.7279,4.944,FR,EU,EU
LYP,Faisalabad International Airport,31.3649,72.9953,PK,AS,OTHER
LYR,"Svalbard Airport, Longyear",78.2461,15.4656,NO,EU,EU
LYS,Lyon Saint-Exupéry Airport,45.726,5.0901,FR,EU,EU
LYU,Ely Municipal Airport,47.8245,-91.8307,US,NA,OTHER
LYX,Lydd London Ashford Airport,50.9562,0.9391,GB,EU,EU
LZC,Lázaro Cárdenas Airport,18.0017,-102.2203,MX,NA,OTHER
LZG,Langzhong Gucheng Airport,31.5019,106.0344,CN,AS,OTHER
LZH,Liuzhou Bailian Airport / Bailian Air Base,24.2075,109.391,CN,AS,OTHER
LZN,Matsu Nangan Airport,26.1597,119.9584,TW,AS,OTHER
LZO,Luzhou Yunlong Airport,29.0304,105.4684,CN,AS,OTHER
LZY,Nyingchi Mainling Airport,29.3033,94.3353,CN,AS,OTHER
MAA,Chennai International Airport,12.99,80.1693,IN,AS,OTHER
MAB,João Correa da Rocha Airport,-5.3686,-49.138,BR,SA,OTHER
MAD,Adolfo Suárez Madrid–Barajas Airport,40.4934,-3.5722,ES,EU,EU
MAF,Midland International Air and Space Port,31.9425,-102.202,US,NA,OTHER
MAG,Madang Airport,-5.2071,145.789,PG,OC,OTHER
MAH,Menorca Airport,39.8626,4.2187,ES,EU,EU
MAJ,Marshall Islands International Airport,7.0651,171.2717,MH,OC,OTHER
MAK,Malakal International Airport,9.5587,31.6519,SS,AF,OTHER
MAM,General Servando Canales International Airport,25.7699,-97.5253,MX,NA,OTHER
MAN,Manchester Airport,53.3494,-2.2795,GB,EU,EU
MAO,Eduardo Gomes International Airport,-3.0386,-60.0497,BR,SA,OTHER
MAQ,Mae Sot Airport,16.6999,98.5451,TH,AS,OTHER
MAR,La Chinita International Airport,10.5575,-71.7293,VE,SA,OTHER
MAS,Momote Airport,-2.0619,147.424,PG,OC,OTHER
MAU,Maupiti Airport,-16.4265,-152.244,PF,OC,EU
MAX,Ouro Sogui Airport,15.5936,-13.3228,SN,AF,OTHER
MAY,Clarence A. Bain Airport,24.2877,-77.6846,BS,NA,OTHER
MAZ,Eugenio Maria De Hostos Airport,18.2557,-67.1485,PR,NA,OTHER
MBA,Moi International Airport,-4.0348,39.5942,KE,AF,OTHER
MBD,Mmabatho International Airport,-25.7984,25.548,ZA,AF,OTHER
MBE,Monbetsu Airport,44.3039,143.404,JP,AS,OTHER
MBG,Mobridge Municipal Airport,45.5465,-100.408,US,NA,OTHER
MBI,Songwe Airport,-8.9199,33.274,TZ,AF,OTHER
MBJ,Sangster International Airport,18.5034,-77.9132,JM,NA,OTHER
MBO,Mamburao Airport,13.208,120.6055,PH,AS,OTHER
MBS,MBS International Airport,43.5332,-84.0831,US,NA,OTHER
MBT,Moises R. Espinosa Airport,12.3697,123.6301,PH,AS,OTHER
MBW,Melbourne Moorabbin Airport,-37.9778,145.0998,AU,OC,OTHER
MBX,Maribor Edvard Rusjan Airport,46.4799,15.6861,SI,EU,EU
MCB,McComb-Pike County Airport / John E Lewis Field,31.1785,-90.4719,US,NA,OTHER
MCC,McClellan Airfield,38.6676,-121.401,US,NA,OTHER
MCE,Merced Regional Macready Field,37.2847,-120.514,US,NA,OTHER
MCF,MacDill Air Force Base,27.8493,-82.5212,US,NA,OTHER
MCG,McGrath Airport,62.9529,-155.606,US,NA,OTHER
MCI,Kansas City International Airport,39.3017,-94.7139,US,NA,OTHER
MCJ,Jorge Isaac Airport,11.2325,-72.4901,CO,SA,OTHER
MCK,McCook Ben Nelson Regional Airport,40.2078,-100.5928,US,NA,OTHER
MCN,Middle Georgia Regional Airport,32.6928,-83.6492,US,NA,OTHER
MCO,Orlando International Airport,28.4294,-81.309,US,NA,OTHER
MCP,Macapá - Alberto Alcolumbre International Airport,0.0507,-51.0722,BR,SA,OTHER
MCS,Monte Caseros Airport,-30.2719,-57.6402,AR,SA,OTHER
MCT,Muscat International Airport,23.6002,58.2853,OM,AS,OTHER
MCU,Montluçon-Guéret Airport,46.2226,2.364,FR,EU,EU
MCW,Mason City Municipal Airport,43.1598,-93.3297,US,NA,OTHER
MCX,Makhachkala Uytash International Airport,42.8168,47.6523,RU,AS,OTHER
MCY,Sunshine Coast Airport,-26.5933,153.0832,AU,OC,OTHER
MCZ,Zumbi dos Palmares International Airport,-9.5126,-35.7918,BR,SA,OTHER
MDC,Sam Ratulangi International Airport,1.5486,124.9262,ID,AS,OTHER
MDE,Jose Maria Córdova International Airport,6.1645,-75.4231,CO,SA,OTHER
MDG,Mudanjiang Hailang International Airport,44.5252,129.5686,CN,AS,OTHER
MDH,Southern Illinois Airport,37.7781,-89.252,US,NA,OTHER
MDI,Makurdi Airport,7.7039,8.6139,NG,AF,OTHER
MDK,Mbandaka Airport,0.0226,18.2887,CD,AF,OTHER
MDL,Mandalay International Airport,21.7022,95.9779,MM,AS,OTHER
MDQ,Ástor Piazzola International Airport,-37.9342,-57.5733,AR,SA,OTHER
MDT,Harrisburg International Airport,40.1928,-76.7623,US,NA,OTHER
MDU,Mendi Airport,-6.1477,143.657,PG,OC,OTHER
MDW,Chicago Midway International Airport,41.786,-87.7524,US,NA,OTHER
MDY,Henderson Field,28.2017,-177.381,UM,OC,OTHER
MDZ,Governor Francisco Gabrielli International Airport,-32.8317,-68.7929,AR,SA,OTHER
MEA,Macaé Benedito Lacerda Airport,-22.343,-41.766,BR,SA,OTHER
MEB,Melbourne Essendon Airport,-37.7281,144.902,AU,OC,OTHER
MEC,Eloy Alfaro International Airport,-0.9461,-80.6788,EC,SA,OTHER
MED,Prince Mohammad Bin Abdulaziz Airport,24.5534,39.7051,SA,AS,OTHER
MEE,Maré Airport,-21.4824,168.0385,NC,OC,EU
MEG,Malanje Airport,-9.5251,16.3124,AO,AF,OTHER
MEH,Mehamn Airport,71.0297,27.8267,NO,EU,EU
MEI,Key Field / Meridian Regional Airport,32.3326,-88.7519,US,NA,OTHER
MEK,Bassatine Airport,33.8791,-5.5151,MA,AF,OTHER
MEL,Melbourne Airport,-37.6707,144.8379,AU,OC,OTHER
MEM,Memphis International Airport,35.0438,-89.9763,US,NA,OTHER
MEN,Mende-Brenoux Airfield,44.5021,3.5328,FR,EU,EU
MEQ,Cut Nyak Dhien Airport,4.041,96.2533,ID,AS,OTHER
MER,Castle Airport,37.3805,-120.568,US,NA,OTHER
MES,Soewondo Air Force Base,3.5584,98.6723,ID,AS,OTHER
MEU,Monte Dourado - Serra do Areão Airport,-0.8898,-52.6022,BR,SA,OTHER
MEX,Mexico City Benito Juárez International Airport,19.4358,-99.0703,MX,NA,OTHER
MFD,Mansfield Lahm Regional Airport,40.8214,-82.5166,US,NA,OTHER
MFE,McAllen Miller International Airport,26.1761,-98.238,US,NA,OTHER
MFH,Mesquite Airport,36.8331,-114.0559,US,NA,OTHER
MFK,Matsu Beigan Airport,26.2241,120.0027,TW,AS,OTHER
MFM,Macau International Airport,22.1496,113.592,MO,AS,OTHER
MFQ,Maradi Airport,13.5025,7.1268,NE,AF,OTHER
MFR,Rogue Valley International-Medford Airport,42.3742,-122.873,US,NA,OTHER
MFU,Mfuwe International Airport,-13.2589,31.9366,ZM,AF,OTHER
MGA,Augusto C. Sandino (Managua) International Airport,12.1415,-86.1682,NI,NA,OTHER
MGB,Mount Gambier Airport,-37.7444,140.7806,AU,OC,OTHER
MGC,Michigan City Municipal Airport,41.7033,-86.8212,US,NA,OTHER
MGE,Dobbins Air Reserve Base,33.9154,-84.5163,US,NA,OTHER
MGF,Regional de Maringá - Sílvio Name Júnior Airport,-23.4761,-52.0162,BR,SA,OTHER
MGH,Margate Airport,-30.8574,30.343,ZA,AF,OTHER
MGL,Mönchengladbach Airport,51.2303,6.5044,DE,EU,EU
